,cbSize,cioengine,ciodepth,crw,cnproc,cdevice,cdirect,cmemlim,cfile,cbuffer_compress_percentage,cbuffer_compress_chunk,readBW_bytes,readBW,writeBW_bytes,writeBW,avgreadlat_ns,avgreadlat,avgwritelat_ns,avgwritelat,USR_UTIL_perc,SYS_UTIL_perc,IOW_UTIL_perc,IDL_UTIL_perc,CPU_UTIL_perc,diskutil-TOTAL_READS(KB),diskutil-TOTAL_WRITES(KB),diskutil-TOTAL_READS(MB),diskutil-TOTAL_WRITES(MB),diskutil-TOTAL_READS(GB),diskutil-TOTAL_WRITES(GB),diskutil-rMB/s,diskutil-wMB/s,diskutil-AVGRQ-SZ,diskutil-AVGQU-SZ,diskutil-DEV_UTIL
86,64K,sync,1,read,4,zram-zstd,1,none,none,50,256,10129639849,9.4 GB,0,0.0 B,24717.675539,24.7 µs,0.0,0.0 ns,0.269949,0.516276,0.0931633,99.1192,0.880765,33554432.0,33559508.0,32768.0,32772.0,32.0,32.0,165.495,165.537,1.61611,1.03727,80.8324
87,64K,sync,1,read,4,zram-lz4,1,none,none,50,256,11422785361,10.6 GB,0,0.0 B,21374.615377,21.4 µs,0.0,0.0 ns,0.792676,0.457183,0.0416901,98.7079,1.29211,33554432.0,33558816.0,32768.0,32772.0,32.0,32.0,401.656,448.936,3.50671,0.514795,43.8205
88,64K,sync,1,read,64,ssd-raid,1,none,none,50,256,21774232172,20.3 GB,0,0.0 B,189401.970814,189.4 µs,0.0,0.0 ns,1.39951,0.448293,0.0356098,98.1166,1.88341,33554484.0,33561160.0,32768.0,32774.0,32.0,32.0,473.797,762.217,2.86907,2.24093,26.5933
89,64K,sync,1,read,64,zram-lzo,1,none,none,50,256,13516812890,12.6 GB,0,0.0 B,308712.025898,308.7 µs,0.0,0.0 ns,0.817162,0.781622,0.0387838,98.3649,1.63514,33554432.0,33561732.0,32768.0,32775.0,32.0,32.0,347.697,431.253,3.36842,2.09447,43.5795
90,64K,sync,1,read,64,zram-zstd,1,none,none,50,256,14816618528,13.8 GB,0,0.0 B,281244.001875,281.2 µs,0.0,0.0 ns,0.247617,0.552723,0.0206809,99.1779,0.822085,33554432.0,33561740.0,32768.0,32775.0,32.0,32.0,137.565,138.285,1.08017,1.41764,82.1018
91,64K,sync,1,read,64,zram-lz4,1,none,none,50,256,14797475610,13.8 GB,0,0.0 B,282327.835121,282.3 µs,0.0,0.0 ns,0.695676,0.884865,0.0262162,98.3947,1.60527,33554432.0,33561712.0,32768.0,32775.0,32.0,32.0,431.159,431.253,3.36842,2.30947,43.5107
92,64K,sync,1,read,8,ssd-raid,1,none,none,50,256,4925421211,4.6 GB,0,0.0 B,102536.317305,102.5 µs,0.0,0.0 ns,1.10255,0.437021,0.326596,98.134,1.86596,33554500.0,33558872.0,32768.0,32772.0,32.0,32.0,636.093,668.838,9.94551,1.67857,34.9635
93,64K,sync,1,read,8,zram-lzo,1,none,none,50,256,11430385351,10.6 GB,0,0.0 B,45054.222754,45.1 µs,0.0,0.0 ns,0.6976,0.472533,0.0248,98.8048,1.1952,33554432.0,33559220.0,32768.0,32772.0,32.0,32.0,338.306,425.62,3.32468,0.62013,43.8248
94,64K,sync,1,read,8,zram-zstd,1,none,none,50,256,12266954076,11.4 GB,0,0.0 B,41772.862864,41.8 µs,0.0,0.0 ns,0.246894,0.429745,0.019234,99.3031,0.696851,33554432.0,33559812.0,32768.0,32773.0,32.0,32.0,124.689,138.274,1.08017,0.88481,82.6418
95,64K,sync,1,read,8,zram-lz4,1,none,none,50,256,11819655441,11.0 GB,0,0.0 B,43851.242077,43.9 µs,0.0,0.0 ns,0.6944,0.486,0.0544,98.7649,1.23507,33554432.0,33559220.0,32768.0,32772.0,32.0,32.0,411.237,423.272,3.32468,0.654545,43.7114
96,64K,sync,1,write,1,ssd-raid,1,none,none,50,256,0,0.0 B,1353491624,1.3 GB,0.0,0.0 ns,43577.226643,43.6 µs,2.0532,0.1688,0.194,97.586,2.414,68.0,33558768.0,0.0,32772.0,0.0,32.0,0.2,1197.38,0.418519,0.628889,60.2319
97,64K,sync,1,write,1,zram-lzo,1,none,none,50,256,0,0.0 B,923078160,880.3 MB,0.0,0.0 ns,66114.110708,66.1 µs,1.46081,0.424865,0.0191892,98.0954,1.90459,0.0,33558784.0,0.0,32772.0,0.0,32.0,0.00025641,835.375,1.64026,0.730513,73.0051
98,64K,sync,1,write,1,zram-zstd,1,none,none,50,256,0,0.0 B,171394201,163.5 MB,0.0,0.0 ns,377403.944843,377.4 µs,0.25705,0.4076,0.0292,99.305,0.69505,0.0,33559316.0,0.0,32772.0,0.0,32.0,4.9505e-05,161.936,0.316683,0.948713,94.8502
99,64K,sync,1,write,1,zram-lz4,1,none,none,50,256,0,0.0 B,934120065,890.8 MB,0.0,0.0 ns,65296.412922,65.3 µs,1.47389,0.406111,0.0261111,98.0956,1.90444,0.0,33558784.0,0.0,32772.0,0.0,32.0,0.000263158,843.994,1.68342,0.746053,74.4553
100,64K,sync,1,write,16,ssd-raid,1,none,none,50,256,0,0.0 B,11177533626,10.4 GB,0.0,0.0 ns,88399.648563,88.4 µs,18.36,0.606667,2.99333,78.0433,21.9567,68.0,33554432.0,0.0,32768.0,0.0,32.0,1.088,6397.22,2.27,8.092,60.022
101,64K,sync,1,write,16,zram-lzo,1,none,none,50,256,0,0.0 B,2781039123,2.6 GB,0.0,0.0 ns,371344.214508,371.3 µs,4.175,5.93167,0.0116667,89.8833,10.1167,0.0,33558844.0,0.0,32772.0,0.0,32.0,0.00357143,2284.11,4.57143,13.1271,2149.82
102,64K,sync,1,write,16,zram-zstd,1,none,none,50,256,0,0.0 B,2171094298,2.0 GB,0.0,0.0 ns,475830.321344,475.8 µs,3.55687,6.10187,0.053125,90.2844,9.71563,0.0,33558916.0,0.0,32772.0,0.0,32.0,0.00277778,1820.69,3.55556,13.51,555.986
103,64K,sync,1,write,16,zram-lz4,1,none,none,50,256,0,0.0 B,2818682392,2.6 GB,0.0,0.0 ns,366194.857368,366.2 µs,4.79917,5.90667,0.0816667,89.2108,10.7892,0.0,33558844.0,0.0,32772.0,0.0,32.0,0.00357143,2303.26,4.57143,13.0736,143.416
104,64K,sync,1,write,2,ssd-raid,1,none,none,50,256,0,0.0 B,2668095850,2.5 GB,0.0,0.0 ns,44239.198626,44.2 µs,4.27538,0.29,0.376154,95.0585,4.94154,68.0,33558700.0,0.0,32772.0,0.0,32.0,0.360667,2184.86,0.754,0.963333,75.234
105,64K,sync,1,write,2,zram-lzo,1,none,none,50,256,0,0.0 B,1427136499,1.3 GB,0.0,0.0 ns,86836.647942,86.8 µs,2.14167,0.807917,0.0316667,97.0179,2.98208,0.0,33558768.0,0.0,32772.0,0.0,32.0,0.000769231,1258.44,2.46115,1.51423,88.1038
106,64K,sync,1,write,2,zram-zstd,1,none,none,50,256,0,0.0 B,329627759,314.4 MB,0.0,0.0 ns,392326.089865,392.3 µs,0.527981,0.794808,0.0347115,98.6434,1.35663,0.0,33559088.0,0.0,32772.0,0.0,32.0,0.000188679,308.794,0.603679,1.87943,97.9426
107,64K,sync,1,write,2,zram-lz4,1,none,none,50,256,0,0.0 B,1474413764,1.4 GB,0.0,0.0 ns,83880.104315,83.9 µs,2.12913,0.80087,0.0265217,97.0435,2.95652,0.0,33558748.0,0.0,32772.0,0.0,32.0,0.0008,1298.31,2.5596,1.5108,87.424
108,64K,sync,1,write,256,ssd-raid,1,none,none,50,256,0,0.0 B,10984571089,10.2 GB,0.0,0.0 ns,1505546.375513,1.5 ms,17.6633,0.526667,27.9833,53.82,46.18,0.0,33554432.0,0.0,32768.0,0.0,32.0,1.08,5863.15,1.478,141.04,55.722
109,64K,sync,1,write,256,zram-lzo,1,none,none,50,256,0,0.0 B,2720701430,2.5 GB,0.0,0.0 ns,6013691.489502,6.0 ms,4.22083,87.1442,0.0225,8.61083,91.3892,0.0,33558848.0,0.0,32772.0,0.0,32.0,0.00571429,2176.15,4.57143,207.348,84.04
110,64K,sync,1,write,256,zram-zstd,1,none,none,50,256,0,0.0 B,2743292484,2.6 GB,0.0,0.0 ns,5884109.230772,5.9 ms,4.345,85.7342,0.0233333,9.895,90.105,0.0,33558856.0,0.0,32772.0,0.0,32.0,0.00571429,2195.26,4.57143,203.639,84.3071
111,64K,sync,1,write,256,zram-lz4,1,none,none,50,256,0,0.0 B,2717043995,2.5 GB,0.0,0.0 ns,5970553.894646,6.0 ms,4.41083,85.4417,0.025,10.1217,89.8783,0.0,33556716.0,0.0,32770.0,0.0,32.0,0.00571429,2176.1,4.57143,203.421,84.1736
112,64K,sync,1,write,32,ssd-raid,1,none,none,50,256,0,0.0 B,11080212308,10.3 GB,0.0,0.0 ns,177983.306122,178.0 µs,17.14,0.0833333,7.28667,75.49,24.51,56.0,33554432.0,0.0,32768.0,0.0,32.0,1.086,6409.8,2.272,18.962,63.402
113,64K,sync,1,write,32,zram-lzo,1,none,none,50,256,0,0.0 B,3063184306,2.9 GB,0.0,0.0 ns,677688.426815,677.7 µs,5.13818,11.4773,0.0245455,83.3609,16.6391,0.0,33558996.0,0.0,32772.0,0.0,32.0,0.00461538,2464.02,4.92308,26.2331,84.1023
114,64K,sync,1,write,32,zram-zstd,1,none,none,50,256,0,0.0 B,2848121549,2.7 GB,0.0,0.0 ns,718833.007545,718.8 µs,4.95333,11.6458,0.0375,83.3642,16.6358,0.0,33559012.0,0.0,32772.0,0.0,32.0,0.00428571,2336.64,4.57143,26.445,85.4893
115,64K,sync,1,write,32,zram-lz4,1,none,none,50,256,0,0.0 B,3097704504,2.9 GB,0.0,0.0 ns,670685.857073,670.7 µs,4.78182,11.5473,0.137273,83.5373,16.4627,0.0,33559004.0,0.0,32772.0,0.0,32.0,0.00461538,2501.74,4.92308,26.3823,84.6008
116,64K,sync,1,write,4,ssd-raid,1,none,none,50,256,0,0.0 B,5223432406,4.9 GB,0.0,0.0 ns,45215.19787,45.2 µs,8.645,0.446667,0.663333,90.245,9.755,68.0,33558688.0,0.0,32772.0,0.0,32.0,0.6775,3779.07,1.415,1.7825,76.8637
117,64K,sync,1,write,4,zram-lzo,1,none,none,50,256,0,0.0 B,2109641945,2.0 GB,0.0,0.0 ns,119184.622408,119.2 µs,3.23438,1.70188,0.02125,95.0412,4.95875,0.0,33558776.0,0.0,32772.0,0.0,32.0,0.00166667,1786.71,3.555,3.09778,88.95
118,64K,sync,1,write,4,zram-zstd,1,none,none,50,256,0,0.0 B,640013008,610.4 MB,0.0,0.0 ns,402503.137699,402.5 µs,1.0166,1.55868,0.0349057,97.39,2.61,0.0,33558972.0,0.0,32772.0,0.0,32.0,0.000545455,591.658,1.16345,3.70491,259.811
119,64K,sync,1,write,4,zram-lz4,1,none,none,50,256,0,0.0 B,2120971504,2.0 GB,0.0,0.0 ns,118268.069195,118.3 µs,3.11438,1.7,0.03,95.1556,4.84438,0.0,33558776.0,0.0,32772.0,0.0,32.0,0.00166667,1805.91,3.555,3.09556,516.644
120,64K,sync,1,write,64,ssd-raid,1,none,none,50,256,0,0.0 B,11144903784,10.4 GB,0.0,0.0 ns,367510.175457,367.5 µs,18.1,0.553333,15.0533,66.2967,33.7033,48.0,33554432.0,0.0,32768.0,0.0,32.0,1.088,6301.89,2.274,36.44,59.262
121,64K,sync,1,write,64,zram-lzo,1,none,none,50,256,0,0.0 B,3065097089,2.9 GB,0.0,0.0 ns,1355919.298248,1.4 ms,4.79727,22.8873,0.0145455,72.3009,27.6991,0.0,33559252.0,0.0,32772.0,0.0,32.0,0.00538462,2470.14,4.92308,53.2154,84.4262
122,64K,sync,1,write,64,zram-zstd,1,none,none,50,256,0,0.0 B,2982357292,2.8 GB,0.0,0.0 ns,1381283.004181,1.4 ms,4.80364,22.9827,0.0245455,72.19,27.81,0.0,33559256.0,0.0,32772.0,0.0,32.0,0.00538462,2421.02,4.92308,53.3562,84.6362
123,64K,sync,1,write,64,zram-lz4,1,none,none,50,256,0,0.0 B,3018248275,2.8 GB,0.0,0.0 ns,1379677.114098,1.4 ms,4.48818,22.9945,0.0181818,72.4982,27.5018,0.0,33559264.0,0.0,32772.0,0.0,32.0,0.00538462,2442.62,4.92308,53.4608,84.7554
124,64K,sync,1,write,8,ssd-raid,1,none,none,50,256,0,0.0 B,10198794410,9.5 GB,0.0,0.0 ns,46419.267498,46.4 µs,16.07,0.72,1.16,82.0533,17.9467,68.0,33554432.0,0.0,32768.0,0.0,32.0,1.086,6004.4,2.268,2.884,64.442
125,64K,sync,1,write,8,zram-lzo,1,none,none,50,256,0,0.0 B,2576465084,2.4 GB,0.0,0.0 ns,198054.54336,198.1 µs,4.03923,3.09385,0.163846,92.7054,7.29462,0.0,33558772.0,0.0,32772.0,0.0,32.0,0.00266667,2139.57,4.26667,6.38467,2192.61
126,64K,sync,1,write,8,zram-zstd,1,none,none,50,256,0,0.0 B,1240334212,1.2 GB,0.0,0.0 ns,416313.078663,416.3 µs,1.96889,3.06074,0.0481481,94.9226,5.07741,0.0,33558924.0,0.0,32772.0,0.0,32.0,0.00137931,1104.96,2.2069,7.1531,395.191
127,64K,sync,1,write,8,zram-lz4,1,none,none,50,256,0,0.0 B,2629705982,2.4 GB,0.0,0.0 ns,193924.83717,193.9 µs,4.02462,3.09231,0.0192308,92.8646,7.13538,0.0,33558764.0,0.0,32772.0,0.0,32.0,0.00266667,2181.73,4.26667,6.37733,397.988
